Waypoint,Idleness_Values
0,290.448928,288.017745,287.478403,289.013021,295.527776,292.955092,288.012132,292.470946,290.970562
1,289.744033,289.521101,286.474119,290.817667,294.235551,292.646997,289.416485,290.965893,292.072088
2,289.539247,289.221355,287.779879,289.910843,294.633368,290.94483,290.930561,290.060956,294.472913
3,289.431286,288.919149,287.583543,291.415881,294.035513,291.846724,289.420797,290.866859,294.169221
4,288.019288,288.01839,289.490744,291.517193,292.929133,293.152213,289.135493,290.759867,293.261983
5,287.708458,287.217063,289.190148,291.524272,292.832175,292.6408,290.739689,290.563571,293.165976
6,288.505131,285.515067,291.995547,289.719696,294.035374,290.738768,291.457334,290.552942,292.958971
7,286.795992,286.51452,291.09968,292.723435,292.031427,292.146377,288.642098,290.758582,294.477515
8,286.991888,286.514787,289.499223,294.822759,292.737306,290.438287,290.55533,289.947343,295.482979
9,287.79274,287.513745,288.999037,294.923414,293.7426,287.932672,292.26259,291.046504,293.999538
10
11
12
13
14
15
16
17
18
19
20
21
22
23
0,396.774947,396.783841,395.718705,397.531436,393.121505,406.883472,394.484236,400.144864,388.874416
1,399.09362,393.452614,395.822163,399.841415,394.141457,404.969683,395.195466,399.422481,387.68205
2,399.001772,393.448678,396.02258,399.530456,394.453562,404.969593,395.084497,399.434372,387.470946
3,398.499024,394.851195,395.818356,400.234583,392.969286,406.457598,394.476967,399.042379,387.666295
4,398.524424,394.428685,396.530374,399.122847,394.378475,406.060801,394.372514,397.53087,389.674955
5,397.128517,394.537853,398.429418,396.013938,395.19173,404.337736,397.086882,395.428249,391.083232
6,397.048641,394.421024,398.535634,396.007633,395.002837,404.526871,396.982866,395.533095,390.986077
7,398.654133,393.910022,396.835516,396.40796,395.31769,404.317389,398.08095,393.323236,391.895694
8,397.658471,393.301959,396.538305,395.516378,396.617119,404.024328,397.870813,393.930165,392.200813
9,397.547722,393.401561,396.545726,395.518002,405.264916,395.291203,397.955146,393.524376,392.503579
10,397.452198,393.499576,396.449878,395.514533,405.584392,394.968434,398.053206,393.43864,392.394298
11,398.466731,391.885555,398.068926,394.396356,406.911663,395.751478,396.746904,392.130084,393.697708
12,398.97642,390.479135,399.079257,393.879532,406.533381,396.036658,398.251716,390.223099,393.791277
13,398.480207,393.991519,397.977293,392.689989,408.439607,394.222516,398.434983,390.42973,393.595359
14
15
16
17
18
19
20
21
22
23
0,36.33074,25.555384,34.054,29.104034,34.802746,25.501723,35.153894,25.954801,33.402795
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
