Waypoint,Idleness_Values
0,240.24425,466.676204,314.809387,505.824911,706.940317,634.572203,631.98393,530.344673,539.332558
1,332.643548,454.239797,315.210962,521.89539,666.11633,663.107028,600.144849,531.960443,527.356666
2,330.815746,452.371099,315.814326,573.834451,655.295564,658.908086,601.989949,547.562901,502.737204
3,334.779278,448.960089,346.141276,573.486983,651.457894,657.64779,598.911646,564.416549,469.128586
4,329.534892,446.09352,350.833478,616.514333,626.99768,669.387189,595.121266,555.049185,455.377055
5,335.360342,441.264801,401.57849,597.285413,631.180882,676.820053,580.833548,556.827587,439.484485
6,357.128808,423.692162,487.942299,546.165176,611.094212,685.937938,529.261009,593.51587,454.936161
7,461.394325,321.447904,489.653696,597.119871,598.851011,676.945443,528.335398,589.803723,486.851575
8,468.352019,313.048495,491.528752,641.508807,601.158712,668.559394,521.300424,582.015784,495.699545
9,466.695885,314.329584,491.902927,665.852322,622.8902,664.32774,527.894683,546.722035,510.350744
10
11
12
13
14
15
16
17
18
19
20
21
22
23
0,720.151976,643.876566,618.845203,714.195328,587.842342,638.901146,684.943734,553.775792,559.004254
1,728.793759,642.476878,670.346497,662.870278,579.083133,639.662708,703.763082,540.390852,559.55921
2,721.87394,645.077836,671.434459,653.918419,589.025557,637.587049,695.184904,542.876926,555.655306
3,706.312046,651.854221,684.429251,646.02422,575.526661,645.508531,696.433022,537.902298,557.874156
4,697.316581,656.281914,679.248023,655.203807,574.885444,643.176961,697.183739,533.275773,554.807866
5,696.6446,639.430762,697.289379,649.324908,560.0838,661.28727,681.935105,536.97662,553.779514
6,693.582364,640.24533,687.649452,647.045307,564.522306,658.526079,685.236811,539.396973,545.403156
7,703.411062,633.791231,684.863213,644.125521,559.970192,661.871942,679.295602,551.640045,538.770639
8,701.940764,602.173318,712.053465,646.658954,563.021337,652.6741,686.768048,542.963985,540.097721
9,689.388641,593.287302,743.057101,607.99793,555.491993,659.076398,680.96232,547.567094,542.198471
10,630.570293,600.642019,732.577922,606.270496,562.157013,679.92989,656.98302,540.582301,553.677577
11,643.301163,592.848113,724.577855,607.78965,606.006839,680.017702,606.092732,544.114804,562.422959
12,648.020907,612.633423,704.191309,605.017019,635.177663,698.067983,556.498752,552.796165,548.087962
13,638.610059,615.957706,716.43466,587.585519,636.370317,691.831078,554.683995,560.80276,549.815569
14
15
16
17
18
19
20
21
22
23
0,38.020834,46.937948,32.406893,46.581088,42.312967,38.329543,41.291004,41.129747,31.324403
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
