Waypoint,Idleness_Values
0,476.75424,395.918601,395.492623,500.646669,451.304026,433.839546,424.386241,357.101011,397.508941
1,526.629271,381.006082,422.578459,467.023122,448.205625,429.818676,421.377061,352.760048,427.65264
2,510.69942,377.379132,429.921481,475.359307,438.993426,422.572078,433.15254,346.404907,437.995198
3,489.35529,380.889287,437.200841,469.547586,437.565887,412.499583,439.28691,350.008168,437.904311
4,421.350055,400.901601,436.773035,476.658228,430.74041,395.00562,446.26878,347.137433,437.673234
5,424.12792,417.451803,437.181261,502.226876,410.280487,362.167031,466.893317,314.653778,494.511194
6,382.751963,407.32776,431.815176,496.616272,421.146363,363.252978,466.11203,333.250228,484.003497
7,389.984239,423.470453,426.658792,485.68465,417.479228,398.869265,432.275654,362.874105,472.027969
8,398.727324,420.487132,455.259761,456.280177,428.09068,433.162414,387.168837,363.752078,493.316271
9,397.44547,421.479248,454.640575,480.812913,403.681819,432.784177,397.020549,360.814743,510.07373
10,394.559739,424.40658,458.841356,469.198938,423.26495,427.236316,381.874628,377.653617,525.821617
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
0,494.561734,492.54874,366.00338,441.943599,417.923399,1613.093435,721.564613,632.975402,545.264048
1,518.15909,449.325744,398.10458,417.959296,417.890715,1662.186721,669.867464,623.450736,556.022574
2,477.424833,448.933068,389.973462,422.089939,475.976792,1662.977013,605.941552,629.062149,554.924344
3,497.303272,425.387754,400.935921,442.097177,539.503635,1653.993661,536.573531,622.632927,552.824848
4,545.353744,372.616215,422.839611,412.147901,654.894633,1590.503053,509.810266,623.496066,574.332965
5,550.610214,378.765655,428.409857,411.210588,732.903967,1507.664139,516.330157,607.743268,577.74275
6,518.827923,388.003289,425.517444,402.856209,850.500814,1390.374645,607.473227,540.699306,562.061563
7,515.702857,380.416191,441.038308,414.204639,916.553558,1330.72881,653.986683,479.03263,570.58551
8,476.741744,384.125921,443.966215,444.119675,968.030041,1273.903298,645.867275,497.122467,543.648926
9,490.2694,378.672822,459.843691,412.693074,1070.22559,1185.353216,651.910389,498.305047,546.359382
10,475.360224,376.649641,466.764082,414.417567,1144.489951,1130.338573,644.2672,525.764156,524.606766
11,483.696121,372.542067,470.580058,405.175159,1268.879805,1028.832647,646.175597,522.244189,525.899685
12,491.037062,380.172062,451.684197,413.692059,1374.18708,945.915039,639.039662,520.546953,533.917697
13,493.815275,374.364586,451.167233,414.115305,1469.910864,866.630224,638.922189,529.102276,529.777993
14,488.600319,373.027312,458.107173,426.786574,1547.458457,800.680753,629.981219,527.496928,525.169354
15
16
17
18
19
20
21
22
23
24
25
0,33.724828
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
