Waypoint,Idleness_Values
0,440.297587,479.525677,481.322724,461.930353,423.724006,384.020541,441.626549,363.864162,341.665394
1,504.228764,508.28719,460.218313,463.743435,422.440934,398.156115,407.782081,359.448614,370.908048
2,487.649066,515.035299,466.331495,458.612135,399.840045,415.751399,397.930797,359.026456,366.403816
3,499.04667,508.149175,442.857554,485.426936,404.818333,409.196404,379.318533,368.979554,382.678052
4,541.214674,485.815214,443.638189,453.360696,402.648987,427.845507,357.597953,367.436219,409.735273
5,529.361046,476.723917,452.960863,405.31025,397.632995,431.411582,390.647384,350.520134,414.605866
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
0,720.101943,719.139354,754.810055,695.434126,559.307263,502.133658,551.091503,439.028457,398.047266
1,715.776958,737.302672,742.502673,707.484906,540.38836,507.753052,538.741438,434.28415,393.718675
2,706.508859,745.509682,767.335785,698.511909,551.099926,483.087623,530.397832,434.133613,383.881042
3,704.291108,737.350262,768.341325,679.665353,542.408331,487.974364,536.392947,432.114914,362.977163
4,701.731375,725.97477,767.999509,690.586139,505.675155,498.761765,527.522317,424.072247,358.130003
5,729.44901,699.76564,749.296736,684.483242,511.450632,485.770205,528.95317,410.804799,358.915937
6,749.953744,722.782316,728.051967,671.270821,468.535809,549.038225,487.913425,409.861849,353.957344
7,770.104524,720.086273,723.035203,639.006713,467.436676,571.124754,452.906501,415.136484,353.367431
8,799.648734,703.681876,706.994116,632.193584,468.5582,575.750075,451.820409,405.047271,359.801284
9,780.949655,718.005583,698.897898,585.198837,484.941275,565.22471,451.382083,407.957024,354.467663
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
0,215.200412,208.011077,213.509877,201.512971,228.962463,257.270042,256.876506,237.804402,288.519762
1,227.437622,200.581154,209.204657,220.673738,215.103421,272.033177,250.956303,237.195028,284.310536
2,229.449572,205.49675,206.583825,217.47323,217.409542,266.012736,246.546567,264.575716,269.065111
3,234.962874,205.787771,209.215517,215.563975,234.648665,278.761382,228.476622,287.85049,234.355788
4,238.381613,203.986188,208.599976,215.876369,230.835985,295.220063,226.460691,304.504799,199.538054
5,229.827444,214.227302,198.470041,226.114529,267.548429,258.393595,238.195723,286.945027,210.276735
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
0,196.760353,198.776819,182.251548,219.875245,202.352207,193.563004,185.507065,182.361955,197.113088
1,201.286264,189.532899,181.262753,234.011177,194.719671,180.126768,193.929428,175.540273,211.653978
2,202.389942,182.409608,189.587152,236.315337,188.201281,186.848124,191.121052,170.62742,208.241994
3,200.703972,182.195789,193.309596,226.265076,190.524338,186.735197,187.513281,172.933746,212.649358
4,194.275831,186.111651,203.340464,222.046242,182.201872,192.255127,185.708999,172.528289,208.735475
5,201.200165,184.013282,196.210932,224.652215,178.19686,191.241927,185.721494,172.531263,214.039424
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
