Waypoint,Idleness_Values
0,734.392929,676.673592,759.800871,686.536115,718.458404,656.247197,724.878647,646.039218,618.335963
1,808.779455,684.649351,753.537538,687.971789,706.830135,644.795125,758.259248,611.496415,630.009209
2,836.56305,661.48441,749.666082,676.367804,731.763145,635.24943,758.777066,591.296345,695.14639
3,775.981015,654.328436,737.95708,695.493518,727.880344,626.841505,765.596746,608.816693,683.316928
4,770.097871,651.903427,719.786704,699.298719,721.599493,657.756002,731.138431,616.24607,716.238417
5,719.974911,654.477009,734.054752,717.226478,709.847968,650.859837,728.629001,590.994533,755.089741
6,693.117819,684.391665,746.528242,685.431431,712.055178,679.028491,692.547431,591.512033,765.510197
7,674.504686,680.153939,753.903685,685.027727,694.042176,731.890705,656.661794,608.308604,744.387703
8,654.740947,658.005198,760.181493,678.387988,719.220452,705.525035,686.467484,616.616239,734.423757
9,660.862867,722.885952,706.794183,681.733647,713.807834,714.385787,669.848056,599.529168,754.568442
10
11
12
13
14
15
16
17
18
19
20
21
22
23
0,547.529391,490.962877,543.084574,433.976828,453.976884,337.809179,276.658534,292.166758,380.736772
1,571.379965,493.381702,517.26313,457.453122,427.984244,325.95582,272.105451,291.281476,382.02678
2,561.860167,510.5638,503.02157,466.216005,412.112138,327.85978,263.172688,295.489884,394.460878
3,558.579405,513.61712,467.400509,481.599063,406.607711,312.357744,259.562632,300.220611,389.631798
4,550.086772,507.800231,470.393669,470.00902,392.751477,305.014151,264.683661,286.181954,454.530891
5,544.061291,534.366992,445.535801,465.183749,376.007853,303.809803,277.231296,285.444509,493.264889
6,520.568863,537.031559,470.560385,442.237962,361.645867,295.077562,280.916582,287.573894,518.926623
7,533.055811,524.73408,463.069505,440.064274,339.959029,294.893222,288.546174,275.519546,540.495832
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
0,298.071395,488.178237,296.30881,319.232903,250.768178,220.004679,199.218578,214.389388,205.482098
1,348.130707,437.31298,296.114089,311.401185,259.602125,210.376572,209.046439,204.154182,214.113191
2,372.106927,428.18305,319.396348,282.402405,246.064208,218.10038,203.329058,211.870664,203.782275
3,370.61484,411.415814,319.496837,271.47607,245.453832,206.463741,212.858428,202.845531,216.816633
4,441.557253,328.144593,347.279213,275.494896,216.263364,207.255507,204.031881,211.970664,208.502304
5,429.518804,344.400232,341.157143,257.943345,225.089952,199.327534,212.456254,203.646099,216.927047
6,492.916209,276.483767,339.647549,267.775382,210.042615,209.66637,202.419101,213.874881,206.499659
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
