Waypoint,Idleness_Values
0,907.51714,796.456276,776.525988,887.052798,812.038333,755.948342,807.903392,766.483651,721.790403
1,945.572923,822.37429,787.163149,874.221619,818.975258,734.042065,821.980481,774.737179,721.884213
2,930.813636,847.390979,804.456751,827.05037,816.95529,737.512809,863.091373,723.989778,731.179635
3,903.386349,853.048208,829.560677,804.12159,830.82398,736.698746,859.017467,702.388887,734.199058
4,898.5204,829.020925,844.893952,813.520976,874.060945,714.464646,845.031087,700.99395,704.113386
5,869.960136,831.764183,853.744949,808.126075,854.997511,726.432923,849.180906,691.927201,717.854461
6,829.221232,823.861139,844.316213,805.990833,864.954122,711.51321,831.157273,721.111499,690.90754
7,791.997752,798.950248,851.461985,851.648288,805.379015,733.608974,829.390775,726.343424,680.647442
8,771.864958,780.936028,877.48917,836.061889,798.000706,718.640142,859.671544,691.470552,676.716787
9,803.88732,777.002572,869.549746,832.442119,787.685658,768.397416,810.449257,713.718843,641.829506
10,809.98827,764.110865,905.881697,828.359653,734.184111,805.981371,792.701177,705.009096,640.932394
11
12
13
14
15
16
0,181.581734,168.213153,296.52844,180.205307,225.264657,270.024759,211.454984,228.972215,232.518098
1,163.620406,189.401253,299.339196,154.290459,244.938518,262.702421,206.920662,224.364978,234.513322
2,139.626762,212.072598,296.94538,140.01582,266.547282,247.19513,211.537104,221.465471,229.486917
3,130.185582,253.218222,268.970296,148.837729,295.879391,225.653691,209.946398,231.98927,217.340405
4,140.544755,264.233741,246.289302,173.753391,291.43551,221.942676,200.926513,228.054745,235.012994
5,142.926446,299.218365,208.803482,201.764454,280.578141,217.623277,224.513715,221.223374,224.087159
6
7
8
9
10
11
12
13
14
15
16
0,29.431307,36.503646,30.80569,64.714396,31.250856,55.856271,56.853784,72.305932,59.312918
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
0,540.126979,534.551628,452.820987,395.126505,457.891739,411.816978,421.981902,367.334513,414.484367
1,657.804598,483.934317,467.86147,398.260116,436.461204,413.919593,433.390353,348.674274,444.285773
2,645.11384,497.872885,446.576338,416.49493,439.135766,391.890878,444.150075,331.271814,457.289084
3,628.550899,488.136441,429.785987,409.470009,443.491358,406.023976,425.120988,336.559332,450.740464
4,605.328109,464.194527,452.973723,383.266325,432.956125,442.718274,400.809586,351.986181,504.751369
5,588.69074,430.694749,449.167993,391.065383,434.071822,432.702041,365.224873,393.95257,528.354383
6
7
8
9
10
11
12
13
14
15
16
0,336.800881,316.972484,301.204753,266.063832,322.187998,231.794965,303.189372,282.011376,263.562142
1,330.439947,299.035761,321.825184,246.90621,308.464151,217.242206,331.65831,282.033745,254.733122
2,319.326382,302.213786,305.260287,261.403607,313.990944,217.080558,327.858823,261.416537,255.013898
3,328.378584,294.543764,279.085567,294.129128,300.535939,237.294281,310.362144,254.365933,258.963923
4,291.296353,288.680619,280.589266,298.772564,292.975041,255.334883,315.133514,260.125689,239.432212
5,286.57745,293.109934,295.798795,301.435632,271.154795,258.960257,316.052237,266.433293,248.442271
6
7
8
9
10
11
12
13
14
15
16
0,220.265813,222.905111,243.075831,208.457398,207.518848,229.111524,257.467275,419.934196,261.353546
1,210.976702,229.235156,238.366258,208.753528,208.118879,223.793305,337.142494,349.886982,263.663138
2,214.179228,233.354191,244.26165,196.923999,211.534053,237.753595,332.921329,386.60506,275.705834
3,208.443309,234.069903,210.440913,224.613823,227.891364,217.076194,361.530266,359.204108,274.299402
4,206.201752,235.676024,216.074012,217.459892,235.533759,219.669834,352.297702,353.282314,299.282826
5,212.604371,234.972573,203.719445,219.969175,233.743981,222.76435,347.585523,351.976706,301.9899
6
7
8
9
10
11
12
13
14
15
16
