Waypoint,Idleness_Values
0,579.847622,551.680495,669.131233,781.877967,1057.639294,993.292031,930.474499,881.874249,870.565334
1,647.549587,558.842989,665.255916,770.597179,1038.115769,983.222674,935.701411,879.309772,873.356421
2,640.505383,569.647442,659.281278,793.242698,1038.002548,981.173676,936.108939,877.845764,873.287954
3,644.130279,567.123307,674.754713,806.271324,1025.561464,972.542527,945.136445,867.295451,875.485863
4,569.918516,584.120942,692.139696,821.389183,1008.093926,976.271112,935.707191,867.052281,872.341294
5,582.527221,571.834647,707.694795,818.67363,1006.551511,980.92142,930.153598,857.808969,875.073164
6,610.682895,550.720564,697.454446,852.825232,1003.080678,976.300693,921.60383,874.319712,862.869583
7,594.808594,567.328865,707.171362,870.858548,992.896752,980.205502,939.516771,852.38148,865.860978
8,603.986833,557.661885,712.308957,900.878989,995.220039,978.216181,921.239886,865.418882,859.1658
9,606.46193,556.52164,738.987108,882.017719,1008.284247,978.949875,924.160938,862.868908,855.935588
10,606.736772,558.619934,735.744212,903.716265,1038.550441,935.543706,924.969759,866.554482,856.467101
11,588.270716,559.632928,752.501321,904.228028,1045.334312,948.236284,912.193697,862.553686,860.995281
12,587.923522,567.584101,750.304532,932.008729,1045.8528,927.243671,911.26206,874.199421,858.981123
13,576.909842,592.659515,754.171638,923.546335,1037.339701,928.281373,908.337859,868.625172,877.322679
14,574.000355,602.929727,750.724899,945.162931,1024.931393,939.797712,900.416582,872.939156,868.475076
15,573.192268,604.082781,756.390848,962.950086,1034.417443,935.512141,900.208037,866.17484,872.419055
16,576.519186,600.770418,756.332337,979.464,1044.430724,934.859212,899.650807,878.047402,861.517309
17,531.105469,639.854313,733.369495,1000.550578,1030.094088,938.364171,901.093223,864.649045,879.359804
18,530.551108,667.693381,722.62785,1022.171044,1021.436227,934.568128,887.194598,875.327474,886.654986
19,509.987889,666.136475,717.745624,1049.316373,1025.295876,925.350535,898.797322,855.307587,893.976125
20,538.42604,666.804253,720.773223,1047.372046,1010.481266,922.632529,893.994431,868.848857,883.263376
21,546.011603,662.124858,751.488465,1048.836078,996.91928,927.415248,896.429407,859.804595,854.52112
22,550.117464,659.355522,770.356089,1048.189782,996.674394,936.264864,880.356505,872.754524,852.427792
23
