Waypoint,Idleness_Values
0,104.598612,158.548906,172.953572,149.893557,125.618095,167.841293,141.321721,157.401822,143.588391
1,139.309991,143.900928,189.722606,127.527487,127.030986,176.983485,136.807612,180.831634,123.405254
2,149.244879,131.162408,197.349019,120.803817,134.56986,176.011126,126.659725,184.753379,128.697384
3,149.244807,136.788788,190.638058,129.736136,129.862894,173.490497,129.204153,177.202674,142.681861
4,151.556568,163.683983,165.662299,121.720223,152.406241,166.418966,129.726451,166.292077,160.888681
5,158.791756,152.757656,170.588492,116.289031,179.627275,135.249307,149.119569,157.061196,169.722107
6
7
8
9
10
11
12
13
14
15
16
0,191.713085,231.130452,232.314049,143.566223,180.608881,230.718654,195.061772,184.863693,157.012313
1,235.663609,235.514563,214.691506,148.58064,181.499263,252.442229,181.964618,200.275892,152.834223
2,211.46902,221.333766,173.656072,170.295851,237.162019,199.064079,176.928213,184.09551,157.881307
3,220.574277,226.799935,160.44065,170.650049,235.349608,200.364581,193.096557,157.574657,184.660089
4
5
6
7
8
9
10
11
12
13
14
15
16
0,253.980683,228.115118,244.969956,258.620862,288.26408,294.271015,257.38602,241.905632,199.52145
1,215.051891,236.626374,252.397038,279.883872,274.2866,275.685847,259.310998,230.805219,195.509967
2,207.629329,218.405943,272.750371,272.414415,299.995496,255.376456,248.256881,230.108155,211.366499
3,195.948182,232.296845,270.716544,256.843416,307.4521,243.905052,248.451335,223.738731,209.081617
4,206.298293,220.82143,281.360143,270.380022,308.079353,254.941807,247.643842,211.577579,211.779635
5,214.917744,232.274595,286.142035,266.402552,304.910509,264.153076,238.978661,195.509944,212.597853
6
7
8
9
10
11
12
13
14
15
16
0,128.253213,122.210485,89.155332,127.218356,124.604824,185.035452,130.315285,125.121234,128.215638
1,95.679874,113.485,110.238493,116.685524,171.015203,146.967299,127.776708,125.437939,115.060569
2,85.352789,124.313475,105.729791,126.214928,185.093457,146.654363,107.27569,134.197653,107.305156
3
4
5
6
7
8
9
10
11
12
13
14
15
16
