Waypoint,Idleness_Values
0,1697.089085,1723.563904,1731.300635,1650.623916,1364.312603,878.022031,1170.152093,751.170348,656.514938
1,1801.592963,1747.093744,1702.212897,1614.981231,1360.334308,872.391879,1179.574733,720.558076,648.000014
2,1812.476876,1681.161869,1751.415137,1578.72954,1327.357264,863.626475,1193.007295,695.677864,656.942745
3,1796.683789,1682.803104,1704.010484,1580.478824,1281.489491,870.443471,1195.999392,686.646437,650.015574
4,1792.391125,1660.54647,1727.44105,1587.147906,1282.821534,852.209815,1170.786178,676.51054,657.342028
5,1777.342487,1641.505148,1752.03674,1553.55327,1256.484732,852.031925,1155.429792,686.746221,647.707877
6,1770.474489,1667.393239,1734.155917,1547.521765,1238.174821,828.63654,1156.929398,677.627518,656.133391
7,1756.322205,1669.720617,1725.690607,1491.135302,1232.623733,837.31273,1151.512049,668.689748,649.420921
8,1743.953964,1669.522068,1730.003745,1491.545684,1232.407488,837.499528,1151.50894,659.56417,658.44468
9,1742.543429,1648.452613,1714.040807,1483.507532,1200.473853,861.252624,1125.709507,666.683364,648.824404
10,1748.136637,1654.092098,1713.215625,1497.706466,1129.889851,846.876464,1139.031432,651.032024,657.055738
11,1749.971044,1663.53125,1706.970301,1513.016272,1096.612357,849.443897,1118.938632,662.672614,646.823172
12,1793.510151,1637.43182,1700.066743,1518.524303,1083.947313,840.425009,1129.953712,651.632496,655.968384
13,1734.150706,1701.059553,1692.731883,1512.023702,1035.442953,861.673541,1098.338622,660.260003,648.747755
14,1812.531966,1678.977526,1633.677117,1510.037278,1013.02502,860.495417,1083.475592,651.039337,658.280717
15,1791.982303,1684.100083,1640.345587,1486.446924,978.000457,943.594668,997.872761,660.061748,649.259823
16,1780.000291,1678.050076,1634.935695,1475.50379,969.528596,936.455386,1004.489732,650.638818,658.380888
17,1781.018687,1672.447759,1639.542553,1475.504361,965.002589,957.917371,983.508928,659.075402,649.458712
18,1782.043263,1681.95165,1629.963238,1476.063552,968.99776,970.965467,974.463655,646.048883,658.483116
19,1802.234874,1651.916407,1638.055511,1465.736534,927.826324,981.486127,960.62521,653.372259,649.955287
20,1831.744961,1665.20087,1631.973023,1434.088724,909.663952,997.324473,941.056074,643.933674,659.195549
21,1792.546841,1665.395004,1632.081933,1433.980741,905.039144,1072.384908,866.081681,652.962197,650.063624
22,1785.47672,1721.909387,1623.226294,1375.521098,889.270937,1106.913695,832.247996,643.852112,659.686207
